用户ID,商品ID,商品类目ID,行为类型,时间戳,时间,日期,小时,星期几
1000417,432488,2479420,点击,1512040240,2017-11-30 11:10:40,2017-11-30,11,3
1000417,1641320,3720767,点击,1512040276,2017-11-30 11:11:16,2017-11-30,11,3
1000417,5048621,3607361,点击,1512040350,2017-11-30 11:12:30,2017-11-30,11,3
1000417,2554023,285583,点击,1512040398,2017-11-30 11:13:18,2017-11-30,11,3
1000417,605276,1765288,点击,1512040547,2017-11-30 11:15:47,2017-11-30,11,3
1000417,1670458,3738615,点击,1512040948,2017-11-30 11:22:28,2017-11-30,11,3
1000417,1517471,2640118,点击,1512041045,2017-11-30 11:24:05,2017-11-30,11,3
1000417,1279601,4145813,加购,1512041473,2017-11-30 11:31:13,2017-11-30,11,3
1000417,2212046,4145813,点击,1512041484,2017-11-30 11:31:24,2017-11-30,11,3
1000417,2703616,4145813,点击,1512041515,2017-11-30 11:31:55,2017-11-30,11,3
1000417,498288,4756105,点击,1512052562,2017-11-30 14:36:02,2017-11-30,14,3
1000417,4803983,4756105,点击,1512052590,2017-11-30 14:36:30,2017-11-30,14,3
1000417,4600918,2640118,点击,1512052745,2017-11-30 14:39:05,2017-11-30,14,3
1000417,4937649,3938045,点击,1512052940,2017-11-30 14:42:20,2017-11-30,14,3
1000417,1093490,4756105,点击,1512053188,2017-11-30 14:46:28,2017-11-30,14,3
1000417,1879821,2891408,点击,1512053590,2017-11-30 14:53:10,2017-11-30,14,3
1000417,3298598,2881542,点击,1512054852,2017-11-30 15:14:12,2017-11-30,15,3
1000417,3543955,1833532,购买,1512055611,2017-11-30 15:26:51,2017-11-30,15,3
1000417,1366655,4145813,点击,1512055793,2017-11-30 15:29:53,2017-11-30,15,3
1000417,2082088,983613,点击,1512055875,2017-11-30 15:31:15,2017-11-30,15,3
1000417,3791425,2520377,点击,1512055978,2017-11-30 15:32:58,2017-11-30,15,3
1000417,1759332,4643350,点击,1512056013,2017-11-30 15:33:33,2017-11-30,15,3
1000417,3949923,2085893,购买,1512056241,2017-11-30 15:37:21,2017-11-30,15,3
1000417,3721447,846990,点击,1512056302,2017-11-30 15:38:22,2017-11-30,15,3
1000417,3229976,1635194,点击,1512056732,2017-11-30 15:45:32,2017-11-30,15,3
1000417,141024,3607361,点击,1512056904,2017-11-30 15:48:24,2017-11-30,15,3
1000417,1454656,4640311,点击,1512057020,2017-11-30 15:50:20,2017-11-30,15,3
1000417,3101397,411153,点击,1512058466,2017-11-30 16:14:26,2017-11-30,16,3
1000417,1982333,3299155,购买,1512096383,2017-12-01 02:46:23,2017-12-01,2,4
1000417,4988533,4756105,点击,1512117453,2017-12-01 08:37:33,2017-12-01,8,4
1000417,1141230,4756105,点击,1512117781,2017-12-01 08:43:01,2017-12-01,8,4
1000417,1982333,3299155,点击,1512120458,2017-12-01 09:27:38,2017-12-01,9,4
1000417,2457207,4756105,点击,1512186180,2017-12-02 03:43:00,2017-12-02,3,5
1000417,479313,284968,点击,1512189594,2017-12-02 04:39:54,2017-12-02,4,5
1000417,1371109,4174942,点击,1512226347,2017-12-02 14:52:27,2017-12-02,14,5
1000417,1155156,2479420,加购,1512226658,2017-12-02 14:57:38,2017-12-02,14,5
1000417,1720792,4756105,加购,1512226789,2017-12-02 14:59:49,2017-12-02,14,5
1000418,4340107,1868423,点击,1511916097,2017-11-29 00:41:37,2017-11-29,0,2
1000418,1446825,1868423,点击,1511916125,2017-11-29 00:42:05,2017-11-29,0,2
1000418,2502770,1868423,点击,1511916195,2017-11-29 00:43:15,2017-11-29,0,2
1000418,4340107,1868423,点击,1511916332,2017-11-29 00:45:32,2017-11-29,0,2
1000418,1446825,1868423,点击,1511916336,2017-11-29 00:45:36,2017-11-29,0,2
1000418,2034498,1868423,点击,1511916440,2017-11-29 00:47:20,2017-11-29,0,2
1000418,2066371,1868423,收藏,1511916793,2017-11-29 00:53:13,2017-11-29,0,2
1000418,4340107,1868423,点击,1511916819,2017-11-29 00:53:39,2017-11-29,0,2
1000418,2066371,1868423,点击,1511916829,2017-11-29 00:53:49,2017-11-29,0,2
1000418,3260621,1373144,点击,1512002029,2017-11-30 00:33:49,2017-11-30,0,3
1000418,292674,634390,点击,1512020074,2017-11-30 05:34:34,2017-11-30,5,3
1000418,4262309,4988053,点击,1512049155,2017-11-30 13:39:15,2017-11-30,13,3
1000418,3106993,4022701,收藏,1512169620,2017-12-01 23:07:00,2017-12-01,23,4
1000420,3532792,2394030,点击,1511581346,2017-11-25 03:42:26,2017-11-25,3,5
1000420,765515,380289,点击,1511582500,2017-11-25 04:01:40,2017-11-25,4,5
1000420,1206898,4801426,点击,1511582963,2017-11-25 04:09:23,2017-11-25,4,5
1000420,1460356,200278,点击,1511583017,2017-11-25 04:10:17,2017-11-25,4,5
1000420,3163640,1928278,点击,1511583094,2017-11-25 04:11:34,2017-11-25,4,5
1000420,1460356,200278,点击,1511583116,2017-11-25 04:11:56,2017-11-25,4,5
1000420,393105,1376358,点击,1511583173,2017-11-25 04:12:53,2017-11-25,4,5
1000420,2235600,4801426,点击,1511583639,2017-11-25 04:20:39,2017-11-25,4,5
1000420,938840,4801426,点击,1511583643,2017-11-25 04:20:43,2017-11-25,4,5
1000420,1911979,3189162,点击,1511583723,2017-11-25 04:22:03,2017-11-25,4,5
1000420,4340686,1567637,点击,1511613444,2017-11-25 12:37:24,2017-11-25,12,5
1000420,2899675,3189162,加购,1511613641,2017-11-25 12:40:41,2017-11-25,12,5
1000420,3614407,4756105,点击,1511684096,2017-11-26 08:14:56,2017-11-26,8,6
1000420,1461389,2520377,点击,1511684185,2017-11-26 08:16:25,2017-11-26,8,6
1000420,1961552,4145813,点击,1511684208,2017-11-26 08:16:48,2017-11-26,8,6
1000420,672781,4145813,点击,1511685839,2017-11-26 08:43:59,2017-11-26,8,6
1000420,1185345,4801426,点击,1511686294,2017-11-26 08:51:34,2017-11-26,8,6
1000420,3221994,3673049,点击,1511698935,2017-11-26 12:22:15,2017-11-26,12,6
1000420,431360,3673049,点击,1511699202,2017-11-26 12:26:42,2017-11-26,12,6
1000420,4494417,3673049,加购,1511699233,2017-11-26 12:27:13,2017-11-26,12,6
1000420,52387,3673049,点击,1511699351,2017-11-26 12:29:11,2017-11-26,12,6
1000420,3221994,3673049,加购,1511699478,2017-11-26 12:31:18,2017-11-26,12,6
1000420,1460356,200278,点击,1511699550,2017-11-26 12:32:30,2017-11-26,12,6
1000420,3388591,200278,点击,1511700104,2017-11-26 12:41:44,2017-11-26,12,6
1000420,4064160,200278,加购,1511706590,2017-11-26 14:29:50,2017-11-26,14,6
1000420,4340686,1567637,点击,1511730982,2017-11-26 21:16:22,2017-11-26,21,6
1000420,2822939,3398567,加购,1511741634,2017-11-27 00:13:54,2017-11-27,0,0
1000420,1994414,200278,点击,1511768312,2017-11-27 07:38:32,2017-11-27,7,0
1000420,4064160,200278,点击,1511770399,2017-11-27 08:13:19,2017-11-27,8,0
1000420,749477,200278,点击,1511770528,2017-11-27 08:15:28,2017-11-27,8,0
1000420,4518832,4145813,点击,1511776580,2017-11-27 09:56:20,2017-11-27,9,0
1000420,4932149,4801426,点击,1511783822,2017-11-27 11:57:02,2017-11-27,11,0
1000420,1092358,4145813,点击,1511783839,2017-11-27 11:57:19,2017-11-27,11,0
1000420,1085737,4783832,点击,1511787399,2017-11-27 12:56:39,2017-11-27,12,0
1000420,3045659,347254,点击,1511787409,2017-11-27 12:56:49,2017-11-27,12,0
1000420,2931610,411153,点击,1511787511,2017-11-27 12:58:31,2017-11-27,12,0
1000420,5080196,3002561,点击,1511787919,2017-11-27 13:05:19,2017-11-27,13,0
1000420,3163961,4391390,点击,1511788378,2017-11-27 13:12:58,2017-11-27,13,0
1000420,2756518,4145813,点击,1511788689,2017-11-27 13:18:09,2017-11-27,13,0
1000420,5150742,2355072,点击,1511858353,2017-11-28 08:39:13,2017-11-28,8,1
1000420,4570407,2355072,点击,1511859253,2017-11-28 08:54:13,2017-11-28,8,1
1000420,1004955,3673049,点击,1511870323,2017-11-28 11:58:43,2017-11-28,11,1
1000420,3149128,2735466,加购,1511870392,2017-11-28 11:59:52,2017-11-28,11,1
1000420,3770845,3673049,点击,1511870528,2017-11-28 12:02:08,2017-11-28,12,1
1000420,3319583,3673049,点击,1511870593,2017-11-28 12:03:13,2017-11-28,12,1
1000420,2801891,3673049,点击,1511870610,2017-11-28 12:03:30,2017-11-28,12,1
1000420,1410513,4756105,点击,1511870753,2017-11-28 12:05:53,2017-11-28,12,1
1000420,1740933,2465336,点击,1511870793,2017-11-28 12:06:33,2017-11-28,12,1
1000420,3246733,4756105,点击,1511871617,2017-11-28 12:20:17,2017-11-28,12,1
1000420,2185770,2520377,点击,1511871678,2017-11-28 12:21:18,2017-11-28,12,1
1000420,866111,2465336,点击,1511871915,2017-11-28 12:25:15,2017-11-28,12,1
1000420,949587,2465336,点击,1511871980,2017-11-28 12:26:20,2017-11-28,12,1
1000420,1962765,4756105,点击,1511872002,2017-11-28 12:26:42,2017-11-28,12,1
1000420,4131397,903809,点击,1511872433,2017-11-28 12:33:53,2017-11-28,12,1
1000420,3492115,4756105,点击,1511872962,2017-11-28 12:42:42,2017-11-28,12,1
1000420,387151,982926,点击,1511872979,2017-11-28 12:42:59,2017-11-28,12,1
1000420,1359674,4756105,点击,1511873006,2017-11-28 12:43:26,2017-11-28,12,1
1000420,1037004,4756105,点击,1511873026,2017-11-28 12:43:46,2017-11-28,12,1
1000420,2977184,4756105,点击,1511873038,2017-11-28 12:43:58,2017-11-28,12,1
1000420,2622780,4756105,点击,1511873056,2017-11-28 12:44:16,2017-11-28,12,1
1000420,67277,4756105,点击,1511873084,2017-11-28 12:44:44,2017-11-28,12,1
1000420,1962765,4756105,点击,1511873108,2017-11-28 12:45:08,2017-11-28,12,1
1000420,3105784,2465336,加购,1511873140,2017-11-28 12:45:40,2017-11-28,12,1
1000420,2696936,4756105,点击,1511873405,2017-11-28 12:50:05,2017-11-28,12,1
1000420,2906408,2465336,点击,1511873513,2017-11-28 12:51:53,2017-11-28,12,1
1000420,3920968,4756105,点击,1511873532,2017-11-28 12:52:12,2017-11-28,12,1
1000420,1989476,4756105,点击,1511873569,2017-11-28 12:52:49,2017-11-28,12,1
1000420,3189545,4756105,点击,1511873577,2017-11-28 12:52:57,2017-11-28,12,1
1000420,3105784,2465336,点击,1511873697,2017-11-28 12:54:57,2017-11-28,12,1
1000420,4984687,982926,点击,1511874075,2017-11-28 13:01:15,2017-11-28,13,1
1000420,1962765,4756105,点击,1511874601,2017-11-28 13:10:01,2017-11-28,13,1
1000420,1989476,4756105,点击,1511874814,2017-11-28 13:13:34,2017-11-28,13,1
1000420,1467178,4756105,点击,1511874884,2017-11-28 13:14:44,2017-11-28,13,1
1000420,3868165,4756105,点击,1511874898,2017-11-28 13:14:58,2017-11-28,13,1
1000420,1441528,4801426,点击,1511874915,2017-11-28 13:15:15,2017-11-28,13,1
1000420,3569637,2355072,点击,1511874970,2017-11-28 13:16:10,2017-11-28,13,1
1000420,4999452,4217906,点击,1511875098,2017-11-28 13:18:18,2017-11-28,13,1
1000420,1962765,4756105,购买,1511875532,2017-11-28 13:25:32,2017-11-28,13,1
1000420,3920968,4756105,点击,1511875593,2017-11-28 13:26:33,2017-11-28,13,1
1000420,1962765,4756105,点击,1511875618,2017-11-28 13:26:58,2017-11-28,13,1
1000420,1004955,3673049,点击,1511876837,2017-11-28 13:47:17,2017-11-28,13,1
1000420,1479994,4022701,点击,1511921810,2017-11-29 02:16:50,2017-11-29,2,2
1000420,1962765,4756105,点击,1511921853,2017-11-29 02:17:33,2017-11-29,2,2
1000420,474716,2465336,点击,1511922169,2017-11-29 02:22:49,2017-11-29,2,2
1000420,2466347,2465336,点击,1511922199,2017-11-29 02:23:19,2017-11-29,2,2
1000420,1126177,2465336,加购,1511922270,2017-11-29 02:24:30,2017-11-29,2,2
1000420,3105784,2465336,点击,1511922323,2017-11-29 02:25:23,2017-11-29,2,2
1000420,127812,4756105,点击,1511942362,2017-11-29 07:59:22,2017-11-29,7,2
1000420,3821813,4801426,点击,1511942426,2017-11-29 08:00:26,2017-11-29,8,2
1000420,1962765,4756105,点击,1511942448,2017-11-29 08:00:48,2017-11-29,8,2
1000420,1916262,1216617,点击,1511943592,2017-11-29 08:19:52,2017-11-29,8,2
1000420,2301197,2558244,点击,1511943600,2017-11-29 08:20:00,2017-11-29,8,2
1000420,1962765,4756105,点击,1511956305,2017-11-29 11:51:45,2017-11-29,11,2
1000420,497726,1080785,点击,1511959326,2017-11-29 12:42:06,2017-11-29,12,2
1000420,2865337,4756105,点击,1511959343,2017-11-29 12:42:23,2017-11-29,12,2
1000420,3096144,4756105,点击,1511959360,2017-11-29 12:42:40,2017-11-29,12,2
1000420,2874723,2355072,点击,1511959384,2017-11-29 12:43:04,2017-11-29,12,2
1000420,67277,4756105,点击,1511959408,2017-11-29 12:43:28,2017-11-29,12,2
1000420,1962765,4756105,点击,1511959733,2017-11-29 12:48:53,2017-11-29,12,2
1000420,3105784,2465336,点击,1511959744,2017-11-29 12:49:04,2017-11-29,12,2
1000420,1672845,2355072,加购,1511959782,2017-11-29 12:49:42,2017-11-29,12,2
1000420,1037004,4756105,点击,1511959857,2017-11-29 12:50:57,2017-11-29,12,2
1000420,1939062,2578647,点击,1511960536,2017-11-29 13:02:16,2017-11-29,13,2
1000420,2727521,3189162,点击,1511960788,2017-11-29 13:06:28,2017-11-29,13,2
1000420,1962765,4756105,点击,1512001241,2017-11-30 00:20:41,2017-11-30,0,3
1000420,3136755,2926020,点击,1512001309,2017-11-30 00:21:49,2017-11-30,0,3
1000420,1672845,2355072,点击,1512001316,2017-11-30 00:21:56,2017-11-30,0,3
1000420,68814,4756105,点击,1512018689,2017-11-30 05:11:29,2017-11-30,5,3
1000420,2275371,3607361,点击,1512018715,2017-11-30 05:11:55,2017-11-30,5,3
1000420,3836557,4756105,点击,1512018724,2017-11-30 05:12:04,2017-11-30,5,3
1000420,3971782,339124,加购,1512031634,2017-11-30 08:47:14,2017-11-30,8,3
1000420,86591,3065645,点击,1512031707,2017-11-30 08:48:27,2017-11-30,8,3
1000420,927966,4145813,点击,1512031724,2017-11-30 08:48:44,2017-11-30,8,3
1000420,4078693,4801426,点击,1512031756,2017-11-30 08:49:16,2017-11-30,8,3
1000420,2578030,2465336,点击,1512031765,2017-11-30 08:49:25,2017-11-30,8,3
1000420,1126177,2465336,点击,1512048897,2017-11-30 13:34:57,2017-11-30,13,3
1000420,1885898,1379146,点击,1512048931,2017-11-30 13:35:31,2017-11-30,13,3
1000420,4824919,4145813,点击,1512048975,2017-11-30 13:36:15,2017-11-30,13,3
1000420,3164226,4145813,点击,1512049052,2017-11-30 13:37:32,2017-11-30,13,3
1000420,2874290,1834026,点击,1512049153,2017-11-30 13:39:13,2017-11-30,13,3
1000420,4253676,690811,加购,1512216674,2017-12-02 12:11:14,2017-12-02,12,5
1000420,5065567,3398567,点击,1512217020,2017-12-02 12:17:00,2017-12-02,12,5
1000420,1126177,2465336,点击,1512217554,2017-12-02 12:25:54,2017-12-02,12,5
1000420,3105784,2465336,点击,1512217567,2017-12-02 12:26:07,2017-12-02,12,5
1000420,1885898,1379146,点击,1512217717,2017-12-02 12:28:37,2017-12-02,12,5
1000420,2139614,4602841,点击,1512217730,2017-12-02 12:28:50,2017-12-02,12,5
1000420,957200,200278,点击,1512217758,2017-12-02 12:29:18,2017-12-02,12,5
1000420,182141,200278,点击,1512217797,2017-12-02 12:29:57,2017-12-02,12,5
1000420,957200,200278,加购,1512217979,2017-12-02 12:32:59,2017-12-02,12,5
1000420,2893252,801221,点击,1512217993,2017-12-02 12:33:13,2017-12-02,12,5
1000420,4753845,200278,加购,1512218079,2017-12-02 12:34:39,2017-12-02,12,5
1000420,4425453,200278,点击,1512218100,2017-12-02 12:35:00,2017-12-02,12,5
1000420,3003729,2529187,点击,1512221831,2017-12-02 13:37:11,2017-12-02,13,5
1000420,957200,200278,点击,1512221943,2017-12-02 13:39:03,2017-12-02,13,5
1000420,569880,3607361,点击,1512222034,2017-12-02 13:40:34,2017-12-02,13,5
1000420,4425792,982926,点击,1512222123,2017-12-02 13:42:03,2017-12-02,13,5
1000420,3702272,1320293,点击,1512222146,2017-12-02 13:42:26,2017-12-02,13,5
1000420,5071391,1320293,点击,1512222154,2017-12-02 13:42:34,2017-12-02,13,5
1000420,1989476,4756105,点击,1512222186,2017-12-02 13:43:06,2017-12-02,13,5
1000420,3115315,2520377,加购,1512222285,2017-12-02 13:44:45,2017-12-02,13,5
1000420,928518,4756105,点击,1512222335,2017-12-02 13:45:35,2017-12-02,13,5
1000420,4462502,3607361,点击,1512222356,2017-12-02 13:45:56,2017-12-02,13,5
1000420,1667228,4756105,点击,1512222415,2017-12-02 13:46:55,2017-12-02,13,5
1000420,2476275,4756105,点击,1512222435,2017-12-02 13:47:15,2017-12-02,13,5
1000420,3531013,4756105,点击,1512222447,2017-12-02 13:47:27,2017-12-02,13,5
1000420,3946755,3607361,点击,1512222541,2017-12-02 13:49:01,2017-12-02,13,5
1000420,42307,3607361,点击,1512222561,2017-12-02 13:49:21,2017-12-02,13,5
1000420,1458203,3607361,点击,1512222568,2017-12-02 13:49:28,2017-12-02,13,5
1000420,3845720,3607361,点击,1512222669,2017-12-02 13:51:09,2017-12-02,13,5
1000420,2867686,3607361,点击,1512222736,2017-12-02 13:52:16,2017-12-02,13,5
1000420,4412606,1451041,点击,1512223408,2017-12-02 14:03:28,2017-12-02,14,5
1000420,4496301,1451041,点击,1512223418,2017-12-02 14:03:38,2017-12-02,14,5
1000420,2730480,1451041,点击,1512223431,2017-12-02 14:03:51,2017-12-02,14,5
1000420,90671,1451041,点击,1512223446,2017-12-02 14:04:06,2017-12-02,14,5
1000420,4412606,1451041,点击,1512223661,2017-12-02 14:07:41,2017-12-02,14,5
1000420,4873885,1451041,点击,1512223677,2017-12-02 14:07:57,2017-12-02,14,5
1000420,4106635,405755,点击,1512223693,2017-12-02 14:08:13,2017-12-02,14,5
1000420,4338787,405755,加购,1512223913,2017-12-02 14:11:53,2017-12-02,14,5
1000420,4543383,749203,点击,1512252802,2017-12-02 22:13:22,2017-12-02,22,5
1000423,2951788,3607361,点击,1511606352,2017-11-25 10:39:12,2017-11-25,10,5
1000423,1301281,4712571,点击,1511664179,2017-11-26 02:42:59,2017-11-26,2,6
1000423,1163632,4756105,点击,1511664407,2017-11-26 02:46:47,2017-11-26,2,6
1000423,1535420,472273,点击,1511676866,2017-11-26 06:14:26,2017-11-26,6,6
1000423,5081571,3607361,加购,1511746264,2017-11-27 01:31:04,2017-11-27,1,0
1000423,2352497,1973012,点击,1511752548,2017-11-27 03:15:48,2017-11-27,3,0
1000423,3431768,2615163,点击,1511754756,2017-11-27 03:52:36,2017-11-27,3,0
1000423,3551629,3597057,收藏,1511754821,2017-11-27 03:53:41,2017-11-27,3,0
1000423,3752239,154040,点击,1511754906,2017-11-27 03:55:06,2017-11-27,3,0
1000423,1905217,1265358,加购,1511773618,2017-11-27 09:06:58,2017-11-27,9,0
1000423,4733666,1567637,点击,1511791705,2017-11-27 14:08:25,2017-11-27,14,0
1000423,5076500,3607361,点击,1511838251,2017-11-28 03:04:11,2017-11-28,3,1
1000423,1498778,866301,点击,1511946159,2017-11-29 09:02:39,2017-11-29,9,2
1000423,4247606,2520377,点击,1511946468,2017-11-29 09:07:48,2017-11-29,9,2
1000423,4103025,2520377,点击,1511946525,2017-11-29 09:08:45,2017-11-29,9,2
1000423,4247606,2520377,点击,1511946646,2017-11-29 09:10:46,2017-11-29,9,2
1000423,1416570,2520377,点击,1511946680,2017-11-29 09:11:20,2017-11-29,9,2
1000423,2004390,2520377,点击,1511946707,2017-11-29 09:11:47,2017-11-29,9,2
1000423,429992,2520377,点击,1511946768,2017-11-29 09:12:48,2017-11-29,9,2
1000423,3560708,2520377,点击,1511946868,2017-11-29 09:14:28,2017-11-29,9,2
1000423,147618,1169503,点击,1512023299,2017-11-30 06:28:19,2017-11-30,6,3
1000423,864266,753984,点击,1512035794,2017-11-30 09:56:34,2017-11-30,9,3
1000423,2453001,2558204,点击,1512218714,2017-12-02 12:45:14,2017-12-02,12,5
1000423,2331919,2174838,点击,1512219324,2017-12-02 12:55:24,2017-12-02,12,5
1000423,63202,1648035,点击,1512219373,2017-12-02 12:56:13,2017-12-02,12,5
1000429,4484995,4780547,点击,1511585382,2017-11-25 04:49:42,2017-11-25,4,5
1000429,995850,4780547,点击,1511585491,2017-11-25 04:51:31,2017-11-25,4,5
1000429,1555470,4780547,点击,1511585497,2017-11-25 04:51:37,2017-11-25,4,5
1000429,3461655,4780547,点击,1511585501,2017-11-25 04:51:41,2017-11-25,4,5
1000429,4474718,4780547,点击,1511585506,2017-11-25 04:51:46,2017-11-25,4,5
1000429,4613508,4780547,点击,1511585509,2017-11-25 04:51:49,2017-11-25,4,5
1000429,4484995,4780547,点击,1511585512,2017-11-25 04:51:52,2017-11-25,4,5
1000429,2206165,2489066,点击,1511585548,2017-11-25 04:52:28,2017-11-25,4,5
1000429,3121521,2489066,点击,1511585595,2017-11-25 04:53:15,2017-11-25,4,5
1000429,177868,1008362,点击,1511585640,2017-11-25 04:54:00,2017-11-25,4,5
1000429,2046611,2489066,点击,1511586252,2017-11-25 05:04:12,2017-11-25,5,5
1000429,1290473,4780547,加购,1511586295,2017-11-25 05:04:55,2017-11-25,5,5
1000429,2046611,2489066,点击,1511586297,2017-11-25 05:04:57,2017-11-25,5,5
1000429,659489,2489066,点击,1511586301,2017-11-25 05:05:01,2017-11-25,5,5
1000429,2046611,2489066,加购,1511586321,2017-11-25 05:05:21,2017-11-25,5,5
1000429,2206165,2489066,加购,1511586339,2017-11-25 05:05:39,2017-11-25,5,5
1000429,2407767,2013232,点击,1511669167,2017-11-26 04:06:07,2017-11-26,4,6
1000429,2705905,2013232,点击,1511669328,2017-11-26 04:08:48,2017-11-26,4,6
1000429,2407767,2013232,点击,1511673216,2017-11-26 05:13:36,2017-11-26,5,6
1000429,4943232,2013232,点击,1511673231,2017-11-26 05:13:51,2017-11-26,5,6
1000429,2705905,2013232,点击,1511673240,2017-11-26 05:14:00,2017-11-26,5,6
1000429,4943232,2013232,点击,1511673248,2017-11-26 05:14:08,2017-11-26,5,6
1000429,1517733,2013232,点击,1511673297,2017-11-26 05:14:57,2017-11-26,5,6
1000429,4943232,2013232,点击,1511673312,2017-11-26 05:15:12,2017-11-26,5,6
1000429,2407767,2013232,点击,1511673681,2017-11-26 05:21:21,2017-11-26,5,6
1000429,4943232,2013232,购买,1511673701,2017-11-26 05:21:41,2017-11-26,5,6
1000429,2407767,2013232,点击,1511673862,2017-11-26 05:24:22,2017-11-26,5,6
1000429,4943232,2013232,点击,1511688274,2017-11-26 09:24:34,2017-11-26,9,6
1000429,727364,703487,点击,1511702112,2017-11-26 13:15:12,2017-11-26,13,6
1000429,742995,4193511,加购,1511766923,2017-11-27 07:15:23,2017-11-27,7,0
1000429,3443791,1730376,点击,1511766952,2017-11-27 07:15:52,2017-11-27,7,0
1000429,742995,4193511,点击,1511766956,2017-11-27 07:15:56,2017-11-27,7,0
1000429,5089218,1388982,点击,1511767223,2017-11-27 07:20:23,2017-11-27,7,0
1000429,742995,4193511,点击,1511767257,2017-11-27 07:20:57,2017-11-27,7,0
1000429,5089218,1388982,点击,1511767400,2017-11-27 07:23:20,2017-11-27,7,0
1000429,3129337,4469639,点击,1511772889,2017-11-27 08:54:49,2017-11-27,8,0
1000429,4943232,2013232,点击,1511838799,2017-11-28 03:13:19,2017-11-28,3,1
1000429,3681677,411153,点击,1511957356,2017-11-29 12:09:16,2017-11-29,12,2
1000429,3984220,411153,点击,1511957372,2017-11-29 12:09:32,2017-11-29,12,2
1000429,3705069,411153,点击,1511957387,2017-11-29 12:09:47,2017-11-29,12,2
1000429,3889328,411153,点击,1511957396,2017-11-29 12:09:56,2017-11-29,12,2
1000429,2207865,411153,点击,1511957405,2017-11-29 12:10:05,2017-11-29,12,2
1000429,2554685,411153,点击,1511957416,2017-11-29 12:10:16,2017-11-29,12,2
1000429,2174168,411153,点击,1511957422,2017-11-29 12:10:22,2017-11-29,12,2
1000429,2729547,411153,点击,1511957426,2017-11-29 12:10:26,2017-11-29,12,2
1000429,4014593,411153,点击,1511957434,2017-11-29 12:10:34,2017-11-29,12,2
1000429,5119155,411153,点击,1511957439,2017-11-29 12:10:39,2017-11-29,12,2
1000429,355718,2529187,点击,1511960699,2017-11-29 13:04:59,2017-11-29,13,2
1000429,4411964,4159072,点击,1512046312,2017-11-30 12:51:52,2017-11-30,12,3
1000429,3186790,4159072,点击,1512046322,2017-11-30 12:52:02,2017-11-30,12,3
1000429,4521158,4159072,点击,1512046390,2017-11-30 12:53:10,2017-11-30,12,3
1000429,3186790,4159072,点击,1512046404,2017-11-30 12:53:24,2017-11-30,12,3
1000429,4862878,4159072,点击,1512046420,2017-11-30 12:53:40,2017-11-30,12,3
1000429,4014872,4159072,点击,1512046462,2017-11-30 12:54:22,2017-11-30,12,3
1000429,3186790,4159072,点击,1512046491,2017-11-30 12:54:51,2017-11-30,12,3
1000429,742995,4193511,点击,1512171278,2017-12-01 23:34:38,2017-12-01,23,4
1000429,5067020,4159072,点击,1512197890,2017-12-02 06:58:10,2017-12-02,6,5
1000431,2444391,2355072,点击,1511697455,2017-11-26 11:57:35,2017-11-26,11,6
1000431,2939347,2355072,点击,1511746910,2017-11-27 01:41:50,2017-11-27,1,0
1000431,449388,2520377,点击,1511780015,2017-11-27 10:53:35,2017-11-27,10,0
1000431,1497171,2735466,点击,1511780069,2017-11-27 10:54:29,2017-11-27,10,0
1000431,3716495,3544253,点击,1512001984,2017-11-30 00:33:04,2017-11-30,0,3
1000431,895657,4882154,点击,1512002115,2017-11-30 00:35:15,2017-11-30,0,3
1000431,2638315,149192,点击,1512102922,2017-12-01 04:35:22,2017-12-01,4,4
1000431,4839658,4217906,点击,1512115704,2017-12-01 08:08:24,2017-12-01,8,4
1000431,363858,2735466,点击,1512115725,2017-12-01 08:08:45,2017-12-01,8,4
1000431,869589,996449,点击,1512179882,2017-12-02 01:58:02,2017-12-02,1,5
1000431,4553830,996449,点击,1512179983,2017-12-02 01:59:43,2017-12-02,1,5
1000431,1893426,1320293,点击,1512223259,2017-12-02 14:00:59,2017-12-02,14,5
1000431,1875315,3065645,加购,1512223266,2017-12-02 14:01:06,2017-12-02,14,5
1000431,1893426,1320293,点击,1512223284,2017-12-02 14:01:24,2017-12-02,14,5
1000431,3877034,3065645,加购,1512223296,2017-12-02 14:01:36,2017-12-02,14,5
1000431,2483559,2355072,点击,1512223351,2017-12-02 14:02:31,2017-12-02,14,5
1000431,1491939,4145813,点击,1512223401,2017-12-02 14:03:21,2017-12-02,14,5
1000431,3306590,1320293,点击,1512223441,2017-12-02 14:04:01,2017-12-02,14,5
1000431,1875315,3065645,点击,1512223580,2017-12-02 14:06:20,2017-12-02,14,5
1000431,3877034,3065645,点击,1512223626,2017-12-02 14:07:06,2017-12-02,14,5
1000431,263996,1320293,点击,1512223658,2017-12-02 14:07:38,2017-12-02,14,5
1000431,3298389,2520377,点击,1512223955,2017-12-02 14:12:35,2017-12-02,14,5
1000431,1234475,2520377,点击,1512223979,2017-12-02 14:12:59,2017-12-02,14,5
1000431,449388,2520377,点击,1512224000,2017-12-02 14:13:20,2017-12-02,14,5
1000431,788002,1320530,点击,1512224083,2017-12-02 14:14:43,2017-12-02,14,5
1000431,4913524,1320293,点击,1512224182,2017-12-02 14:16:22,2017-12-02,14,5
1000431,2965635,1320293,点击,1512224190,2017-12-02 14:16:30,2017-12-02,14,5
1000431,3877034,3065645,点击,1512224349,2017-12-02 14:19:09,2017-12-02,14,5
